N° progressivo;N° catalogo;Conferente;Anno;ID Par;Paragrafo;ID Arg;Argomento;ID Sub;Subargomento;ID TL;Tipo lotto;Simbolo;N° pezzi;Descrizione;Immagine;Col;B/N;Virata;Seppia;Foto;FG;GF;Colore;Titolo;Codice magazzino;Codice committente;Ragione sociale;Nota carico;Prezzo base;Off te 1;Offerta1;Off te 2;Offerta2;Off te 3;Offerta3;Off te 4;Offerta 4;Vincente;ad Euro;Riferimento Sassone;Indirizzo;Indirizzo 1
18909;83;;1852;;ANTICHI STATI;;Pontificio;;;;Usato;;1;Stemma 3 b (N. 4), splendido esempl. 7,5/ 8 filetti. Firmato Raybaudi + Sorani. Catal. € 1.200,00 (per 8 filetti). Foto.;;1;0;0;0;0;0;;;;;;;;€ 300,00;;;;;;0;;;;;0004;;
18937;113;;1859;;ANTICHI STATI;;Romagne;;;;Senza gomma;;1;Cifra 6 b (N. 7). Ottima qualità, firmato Sorani. Catal. € 162,50 per esemplari senza gomma.;;1;0;0;0;0;0;;;;;;;;€ 50,00;;;;;;0;;;;;0007;;
18938;114;;1859;;ANTICHI STATI;;Romagne;;;;Nuovo con linguella;;1;Cifra 8 b (N. 8), ottima qualità e margini. Firmato A. Diena. Catal. € 300,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 125,00;;;;;;0;;;;;0008;;
18939;115;;1859;;ANTICHI STATI;;Romagne;;;;Senza gomma;;1;Cifra 8 b (N. 8), ottima qualità. Catal. € 75,00 per esemplari senza gomma.;;1;0;0;0;0;0;;;;;;;;€ 25,00;;;;;;0;;;;;0008;;
18940;116;;1859;;ANTICHI STATI;;Romagne;;;;Nuovo con linguella;;1;Cifra 20 b (N. 9), ottima qualità, firmato R. Mondolfo. Catal. € 300,00+.;;1;0;0;0;0;0;;;;;;;;€ 110,00;;;;;;0;;;;;0009;;
18941;107;;1859;;ANTICHI STATI;;Romagne;;;;Nuovo con linguella;;1;Cifra 1/2 b - 1 b - 4 b - 6 b - 8 b (N. 1 - 2 - 5 - 7 - 8), ottimo aspetto ma con assottigliamenti più o meno estesi. Catal. € 1.950,00.;;1;0;0;0;0;0;;;;;;;;€ 150,00;;;;;;0;;;;;0001;;
18942;109;;1859;;ANTICHI STATI;;Romagne;;;;Nuovo con linguella;;1;Cifra 4 b (N. 5), ottimo aspetto, leggermente assottigliato. Catal. € 900,00.;;1;0;0;0;0;0;;;;;;;;€ 50,00;;;;;;0;;;;;0005;;
18943;110;;1859;;ANTICHI STATI;;Romagne;;;;Usato;;1;Cifra 4 b (N. 5). Ottima qualità, firmato Raybaudi. Catal. € 275,00.;;1;0;0;0;0;0;;;;;;;;€ 80,00;;;;;;0;;;;;0005;;
18944;111;;1859;;ANTICHI STATI;;Romagne;;;;Nuovo senza linguella;;1;Cifra 5 b (N. 6), coppia orizzontale bordo di foglio in alto. Lievissima grinza verticale sull'esemplare di sinistra.;;1;0;0;0;0;0;;;;;;;;€ 100,00;;;;;;0;;;;;0006;;
18945;118;;1851;;ANTICHI STATI;;Sardegna;;;;Usato;;1;Effigie cent. 20 (N. 2), ottima conservazione e margini, annullo a rombi. Catal. € 400,00.;;1;0;0;0;0;0;;;;;;;;€ 135,00;;;;;;0;;;;;0002;;
18946;119;;1853;;ANTICHI STATI;;Sardegna;;;;Usato;;1;Effigie in rilievo su carta colorata, cent. 20 (N. 5). Ottima qualità, catal. € 300,00.;;1;0;0;0;0;0;;;;;;;;€ 100,00;;;;;;0;;;;;0005;;
18947;122;;1861;;ANTICHI STATI;;Sardegna;;;;Nuovo con linguella;;1;Quarta emissione L. 3 rame vivo (N. 18 A), minimi ingiallimenti. Certific. R. Diena. Catal. € 700,00.;;1;0;0;0;0;0;;;;;;;;€ 200,00;;;;;;0;;;;;0018A;;
18948;123;;1859;;ANTICHI STATI;;Sicilia;;;;Senza gomma;;1;Effigie 1/2 g I tav carta di Palermo (N. 1). Ottimi margini, catal. come senza gomma € 250,00.;;1;0;0;0;0;0;;;;;;;;€ 80,00;;;;;;0;;;;;0001;;
18949;124;;1859;;ANTICHI STATI;;Sicilia;;;;Senza gomma;;1;Effigie 1/2 g II tav. (N. 2), ottima qualità, catal. € 250,00 come senza gomma.;;1;0;0;0;0;0;;;;;;;;€ 80,00;;;;;;0;;;;;0002;;
18950;125;;1859;;ANTICHI STATI;;Sicilia;;;;Nuovo con linguella;;1;Effigie, 1 gr. III tav. (N. 5). Ottima qualità, firma Em. + A. Diena. Catal. € 350,00.;;1;0;0;0;0;0;;;;;;;;€ 120,00;;;;;;0;;;;;0005;;
18951;128;;1859;;ANTICHI STATI;;Sicilia;;;;Usato;;1;Effigie 1 g III tav. (N. 5), margini da discreti (a destra) ad ottimi (gli altri). Catal. € 350,00.;;1;0;0;0;0;0;;;;;;;;€ 90,00;;;;;;0;;;;;0005;;
19231;386;;1945;;EMISSIONI CLN;;Arona;;;;Nuovo senza linguella;;1;Arona - Monumenti distrutti (N. 1/ 10), ottima conservazione, tutti firmati E. Diena. Catal. € 650,00.;;1;0;0;0;0;0;;;;;;;;€ 210,00;;;;;;0;;;;;0001;;
19232;387;;1944;;EMISSIONI CLN;;Arona;;;;Nuovo senza linguella;;1;Arona - Fratelli Bandiera (N. 11/ 13). Ottima conservazione, firmati En. Diena. Catal. € 300,00.;;1;0;0;0;0;0;;;;;;;;€ 90,00;;;;;;0;;;;;0011;;
19233;388;;1945;;EMISSIONI CLN;;Arona;;;;Nuovo senza linguella;;1;Arona - Espresso L. 1,25 soprast. Ottima conservazione, tiratura 380 esemplari. Firmato En. Diena, catal. € 300,00.;;1;0;0;0;0;0;;;;;;;;€ 90,00;;;;;;0;;;;;0016;;
19234;389;;1945;;EMISSIONI CLN;;Imperia;;;;Nuovo senza linguella;;1;Imperia - Posta Aerea soprast. (N. 16/ 18), ottima conservazione. Non comuni, firma del perito a carico del conferente. Catal. € 6.600,00 circa. Foto.;;1;0;0;0;0;0;;;;;;;;€ 2100,00;;;;;;0;;;;;0016;;
19235;390;;1945;;EMISSIONI CLN;;Imperia;;;;Nuovo senza linguella;;1;Imperia - Aereoespresso L. 2 (N. 19), splendida conservazione. Certific. Sorani. Catal. € 6.000,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 2750,00;;;;;;0;;;;;0019;;
19236;391;;1945;;eMISSIONI CLN;;Savona;;;;Nuovo senza linguella;;1;Savona - Monumenti distrutti (N. 1/ 11), ottima conservazione. I N. 9/ 11 Raybaudi. Catal. € 650,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 200,00;;;;;;0;;;;;0001;;
19237;392;;1945;;EMISSIONI CLN;;Valle Bormida;;;;Senza gomma;;1;Valle Bormida - Statue del Perseo (N. 9/ 15), senza gomma all'origine. Ottima conservazione. Catal. € 150,00.;;1;0;0;0;0;0;;;;;;;;€ 40,00;;;;;;0;;;;;0009;;
19238;393;;1945;;EMISSIONI CLN;;Valle Bormida;;;;Nuovo senza linguella;;1;Valle Bormida - Statua di Teseo L. 1,25 (N. 19) in coppia verticale in cui l'esempl. inferiore ha il "5" deformato al punto che sembra "L. 1,23". Rara varietà non catalogata. Foto.;;1;0;0;0;0;0;;;;;;;;€ 150,00;;;;;;0;;;;;0019;;
19240;593;;1943;;OCCUPAZIONI STRANIERE II;;Occupazione Tedesca Zara;;;;Nuovo con linguella;;1;Zara - Imperiale soprast. (N. 1/ 13 + 15), tutti linguellati eccetto il L. 2,55 (N. 13) che però presenta leggerissima e poco visibile piega d'angolo. Catal. € 1.500,00 per esemplari linguellati.;;1;0;0;0;0;0;;;;;;;;€ 400,00;;;;;;0;;;;;0001;;
19241;597;;1943;;OCCUPAZIONI STRANIERE II;;Occupazione Tedesca Zara;;;;Nuovo con linguella;;1;Zara - Imperiale e Propaganda soprast. tra righe orizzontali (N. 24/ 34). Catal. € 240,00.;;1;0;0;0;0;0;;;;;;;;€ 70,00;;;;;;0;;;;;0024;;
19242;596;;1943;;OCCUPAZIONI STRANIERE II;;Occupazione Tedesca Zara;;;;Nuovo con linguella;;1;Zara - Imperiale L. 10 soprast. (N. 16), firmato A. Diena. Catal. € 2.000,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 550,00;;;;;;0;;;;581,00;0010;;
19243;599;;1943;;OCCUPAZIONI STRANIERE II;;Occupazione Tedesca Zara;;Posta aerea;;Nuovo con linguella;;1;Zara - Posta Aerea - La serie soprast. eccetto i rari N. 7 e 8 (PA 1/ 6 + 9). Catal. € 750,00.;;1;0;0;0;0;0;;;;;;;;€ 200,00;;;;;;0;;;;;0001;;
19244;481;;1918;;OCCUPAZIONI STRANIERE;;Occupazione austriaca del Friuli;;Espressi;;Nuovo con linguella;;1;Occupazione Austriaca del Friuli - Espressi - Francobolli di Bosnia soprast. in centesimi (N. 1/ 2). Catal. € 300,00.;;1;0;0;0;0;0;;;;;;;;€ 85,00;;;;;;0;;;;;0001;;
19245;480;;1918;;OCCUPAZIONI STRANIERE;;Occupazione austriaca del Friuli;;;;Nuovo con linguella;;1;Occupazione Austriaca Friuli - Francobollo di Austria - Ungheria soprast. non emessi (N. 20/ 33). Linguella in genere leggera, catal. € 200,00.;;1;0;0;0;0;0;;;;;;;;€ 60,00;;;;;;0;;;;;0020;;
19246;483;;1918;;OCCUPAZIONI STRANIERE;;Occupazione austriaca del Friuli;;;;Nuovo senza linguella;;1;Occupazione Austriaca del Friuli - Francobolli per Giornali - Soprast. (N. 1/ 4). Catal. € 50,00.;;1;0;0;0;0;0;;;;;;;;€ 15,00;;;;;;0;;;;;0001;;
19247;484;;1918;;OCCUPAZIONI STRANIERE;;Occupazione austriaca del Friuli;;Segnatasse;;Nuovo con linguella;;1;Occupazione Austriaca del Friuli - Segnatasse - La serie completa (N. 1/ 7). Catal. € 40,00.;;1;0;0;0;0;0;;;;;;;;€ 15,00;;;;;;0;;;;;0001;;
19248;581;;1943;;OCCUPAZIONI STRANIERE II;;Occupazione Anglo-Americana Sicilia;;;;Nuovo con linguella;;1;Occupazione Anglo - Americana Sicilia e Napoli - Le due serie con linguella leggera. Catal. € 30,00.;;1;0;0;0;0;0;;;;;;;;€ 10,00;;;;;;0;;;;;0001;;
19249;394;;1946;;CORPO POLACCO;;;;Foglietti;;Nuovo con linguella;;1;Foglietti - Vittorie Polacche foglietto di 4 valori (N. 1 d) con punto di colore tra la "P" di "Polska" e la "Z" di "Poczta". Catal. € 150,00.;;1;0;0;0;0;0;;;;;;;;€ 40,00;;;;;;0;;;;;0001;;
19250;583;;1944;;OCCUPAZIONI STRANIERE II;;Occupazione Croata;;;;Nuovo con linguella;;1;Occupazione Croata - Imperiale soprast. "N. D. Hrvatska" (N. 1/ 5). Linguella leggera, catal. € 140,00.;;1;0;0;0;0;0;;;;;;;;€ 40,00;;;;;;0;;;;;0001;;
19251;600;;1943;;OCCUPAZIONI STRANIERE II;;Occupazione Tedesca Zara;;Espressi;;Nuovo senza linguella;;1;Zara - Espressi soprast. tra righe orizzontali (N. 3/ 4). Ottima conservazione, catal. € 400,00.;;1;0;0;0;0;0;;;;;;;;€ 120,00;;;;;;0;;;;;0003;;
19252;603;;1944;;OCCUPAZIONI STRANIERE II;;Occupazione Tedesca Cattaro;;;;Nuovo senza linguella;;1;Cattaro - Francobolli di Jugoslavia soprast. (N. 7/ 10). Ottima conservazione, catal. € 150,00.;;1;0;0;0;0;0;;;;;;;;€ 50,00;;;;;;0;;;;;0007;;
19253;410;;1917;;LEVANTE ITALIANO;;Pechino;;Espressi;;Nuovo senza linguella;;1;Pechino - Espresso soprast. con nuovo valore (Espr. N. 2). Centratura discreta, catal. € 300,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 90,00;;;;;;0;;;;;0002;;
19254;411;;1919;;LEVANTE ITALIANO;;Pechino;;Segnatasse;;Nuovo senza linguella;;1;Pechino - Segnatasse con soprast. del nuovo valore e linee orizzontali, non emessi (N. 9/ 12). Ottima centratura. Catal. € 300,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 90,00;;;;;;0;;;;;0009;;
18952;129;;1859;;ANTICHI STATI;;Sicilia;;;;Usato;;1;Effigie 1 g verde oliva, III tav. (N. 5 a). Ottima qualità, catal. € 400,00.;;1;0;0;0;0;0;;;;;;;;€ 120,00;;;;;;0;;;;;0005a;;
18953;130;;1859;;ANTICHI STATI;;Sicilia;;;;Nuovo con linguella;;1;Effigie 1 g III tav. verde oliva scuro (N. 5 c), ottima qualità. Catal. € 350,00.;;1;0;0;0;0;0;;;;;;;;€ 110,00;;;;;;0;;;;;0005c;;
18954;132;;1859;;ANTICHI STATI;;Sicilia;;;;Senza gomma;;1;Effigie, 3 esempl. Del 5 gr + 1 esempl. del 20 gr, calcolati come senza gomma in quanto probabilmente rigommati. Catal. € 975,00 per esempl. senza gomma.;;1;0;0;0;0;0;;;;;;;;€ 100,00;;;;;;0;;;;;0011;;
18955;133;;1859;;ANTICHI STATI;;Sicilia;;;;Usato;;1;Effigie 10 g (N. 12). Buona qualità, catal. € 600,00.;;1;0;0;0;0;0;;;;;;;;€ 150,00;;;;;;0;;;;;0012;;
18956;134;;1859;;ANTICHI STATI;;Sicilia;;;;Usato;;1;Effigie 20 g (N. 13), ottima qualità, firmato A. Diena. Catal. € 1.000,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 375,00;;;;;;0;;;;;0013;;
18957;135;;1859;;ANTICHI STATI;;Sicilia;;;;Nuovo con linguella;;1;20 g ardesia violaceo (N. 13 d), ottima qualità, firmato A. Diena. Catal. € 1.600,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 550,00;;;;;;0;;;;;0013d;;
18958;136;;1851/52;;ANTICHI STATI;;Toscana;;;;Usato;;1;Leone 1 cr. (N. 4), ottima qualità e margini, firmato A. Diena. Catal. € 200,00.;;1;0;0;0;0;0;;;;;;;;€ 75,00;;;;;;0;;;;;0004;;
18959;138;;1851/52;;ANTICHI STATI;;Toscana;;;;Frammento;;1;Leone 1 cr. carminio su azzurro (N. 4 b), ottimi margini. Catal. € 550,00.;;1;0;0;0;0;0;;;;;;;;€ 170,00;;;;;;0;;;;;0004b;;
18960;139;;1851/52;;ANTICHI STATI;;Toscana;;;;Usato;;1;Leone 2 cr. (N. 5), ottima qualità, catal. € 225,00.;;1;0;0;0;0;0;;;;;;;;€ 70,00;;;;;;0;;;;;0005;;
18961;140;;1851/52;;ANTICHI STATI;;Toscana;;;;Frammento;;1;Leone 2 cr. azzurro grigio su azzurro (N. 5 a), margine intaccato in alto a sinistra. Annullo doppio cerchio medio "Empoli" + annullo a penna. Non comune. Catal. € 550,00 + P.ti 5 + P.ti 4 per annulli.;;1;0;0;0;0;0;;;;;;;;€ 130,00;;;;;;0;;;;;0005a;;
18962;141;;1851/52;;ANTICHI STATI;;Toscana;;;;Usato;;1;Leone 2 cr. azzurro grigio su azzurro (N. 5 a), con il raro annullo "muto" di Scarperia (P.ti R 2). Leggermente difettoso (minimo assottigliamento riparato). Certific. G. Colla per la sua rarità. Catal. € 5.000,00 circa.;;1;0;0;0;0;0;;;;;;;;€ 250,00;;;;;;0;;;;;0005a;;
18963;142;;1851/52;;ANTICHI STATI;;Toscana;;;;Frammento;;1;Leone 4 cr. (N. 6). Eccellente qualità e margini, firmato A. Diena + timbrino peritale G. Bolaffi. Catal. € 300,00++.;;1;0;0;0;0;0;;;;;;;;€ 120,00;;;;;;0;;;;;0006;;
18964;143;;1851/52;;ANTICHI STATI;;Toscana;;;;Usato;;1;Leone 4 c verde su azzurro (N. 6 b), splendido aspetto, minima imperfezione. Catal. € 450,00.;;1;0;0;0;0;0;;;;;;;;€ 40,00;;;;;;0;;;;;0006b;;
18965;144;;1851/52;;ANTICHI STATI;;Toscana;;;;Usato;;1;Leone 6 cr. (N. 7), splendida qualità e margini. Catal. € 400,00++.;;1;0;0;0;0;0;;;;;;;;€ 150,00;;;;;;0;;;;;0007;;
18966;145;;1851/52;;ANTICHI STATI;;Toscana;;;;Usato;;1;Leone 6 cr. (N. 7), margini da buoni ad ottimi. Firmato A. Diena. Catal. € 400,00.;;1;0;0;0;0;0;;;;;;;;€ 140,00;;;;;;0;;;;;0007;;
18967;146;;1851/52;;ANTICHI STATI;;Toscana;;;;Frammento;;1;Leone 6 cr. indaco su azzurro (N. 7 a). Ottimi margini, catal. € 650,00+.;;1;0;0;0;0;0;;;;;;;;€ 200,00;;;;;;0;;;;;0007a;;
18968;147;;1851/52;;ANTICHI STATI;;Toscana;;;;Usato;;1;Leone 6 cr. azzurro scuro su azzurro (N. 7 c). Eccellente qualità, margini da ottimi ad eccezionali con l'eccezione di un unico punto (in basso a sinistra) che è a filo. Firmato A. Diena + altro timbrino peritale. Catal. € 550,00++. Foto.;;1;0;0;0;0;0;;;;;;;;€ 170,00;;;;;;0;;;;;0007c;;
18969;148;;1851/52;;ANTICHI STATI;;Toscana;;;;Usato;;1;Leone 9 cr. (N. 8), ottima qualità, margini da ottimi a splendidi, firmato A. Diena + B. S. Oliva. Catal. € 400,00.;;1;0;0;0;0;0;;;;;;;;€ 155,00;;;;;;0;;;;;0008;;
18970;168;;1860;;ANTICHI STATI;;Toscana;;;;Usato;;1;Governo Provvisorio - Cent. 40 (N. 21), ottima qualità e margini. Firmato Fiecchi, catal. € 450,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 175,00;;;;;;0;;;;;0021;;
18971;166;;1860;;ANTICHI STATI;;Toscana;;;;Usato;;1;Governo Provvisorio - Cent. 20 (N. 20), ottima qualità e margini. Catal. € 250,00.;;1;0;0;0;0;0;;;;;;;;€ 85,00;;;;;;0;;;;;0020;;
18972;163;;1860;;ANTICHI STATI;;Toscana;;;;Usato;;1;Governo Provvisorio - Cent. 10 (N. 19), splendido. Catal. € 80,00++.;;1;0;0;0;0;0;;;;;;;;€ 30,00;;;;;;0;;;;;0019;;
18973;161;;1860;;ANTICHI STATI;;Toscana;;;;Usato;;1;Governo Provvisorio - Cent. 5 verde giallastro (N. 18 c), margini regolari. Firma e classifica Sorani. Catal. € 500,00.;;1;0;0;0;0;0;;;;;;;;€ 120,00;;;;;;0;;;;;0018c;;
18974;160;;1860;;ANTICHI STATI;;Toscana;;;;Usato;;1;Governo Provvisorio - Cent. 5 verde oliva giallastro (N. 18 b). Splendidia coppia orizzontale, firmata Em. Diena. Catal. € 750,00++.;;1;0;0;0;0;0;;;;;;;;€ 300,00;;;;;;0;;;;;0018b;;
18975;159;;1860;;ANTICHI STATI;;Toscana;;;;Usato;;1;Governo Provvisorio - Cent. 5 (N. 18). Eccellente qualità e margini. Catal. € 350,00.;;1;0;0;0;0;0;;;;;;;;€ 140,00;;;;;;0;;;;;0018;;
18976;158;;1860;;ANTICHI STATI;;Toscana;;;;Usato;;1;Governo Provvisorio - Cent. 1 (N. 17), ottima qualità e margini. Catal. € 1.350,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 425,00;;;;;;0;;;;;0017;;
18977;149;;1851/52;;ANTICHI STATI;;Toscana;;;;Usato;;1;Leone 9 cr. (N. 8), margini da regolari a splendidi. Firmato En. Diena + altro timbrino peritale. Catal. € 400,00.;;1;0;0;0;0;0;;;;;;;;€ 135,00;;;;;;0;;;;;0008;;
18978;150;;1851/52;;ANTICHI STATI;;Toscana;;;;Usato;;1;Leone 9 cr. (N. 8), splendido aspetto, invisibile riparazione. Catal. € 400,00.;;1;0;0;0;0;0;;;;;;;;€ 40,00;;;;;;0;;;;;0008;;
18979;151;;1857;;ANTICHI STATI;;Toscana;;;;Usato;;1;Leone 1 q (N. 10), eccellente qualità e margini. Catal. € 1.250,00++. Foto.;;1;0;0;0;0;0;;;;;;;;€ 470,00;;;;;;0;;;;;0010;;
19008;187;;1863;;ITALIA REGNO;;;;;;Frammento;;1;Gran parte di frontespizio di lettera affrancata con cent. 15 litografato II tipo (N. 13) che presenta la varietà "serpentello" a lato della "c".;;1;0;0;0;0;0;;;;;;;;€ 40,00;;;;;;0;;;;;0013;;
19009;188;;1863;;ITALIA REGNO;;;;;;Senza gomma;;1;Effigie cent. 5 (N. 16), ottima qualità, catal. per senza gomma € 375,00.;;1;0;0;0;0;0;;;;;;;;€ 100,00;;;;;;0;;;;;0016;;
19010;189;;1863;;ITALIA REGNO;;;;;;Nuovo senza linguella;;1;Effigie Vittorio Emanuele II cent. 10 dentellato (N. 17), soprast. a mano "saggio". Ottima qualità, raro, firmato Raybaudi.;;1;0;0;0;0;0;;;;;;;;€ 175,00;;;;;;0;;;;;0017;;
19011;190;;1863;;ITALIA REGNO;;;;;;Nuovo senza linguella;;1;Effigie Vittorio Emanuele II cent. 15 (N. 18), non dentellato, soprast. "Saggio". Firmato Raybaudi.;;1;0;0;0;0;0;;;;;;;;€ 80,00;;;;;;0;;;;;0018;;
19012;191;;1863;;ITALIA REGNO;;;;;;Nuovo con linguella;;1;Effigie Vittorio Emanuele II cent. 30 (N. 19), non dentellato, soprast. "saggio". Firmato Raybaudi.;;1;0;0;0;0;0;;;;;;;;€ 50,00;;;;;;0;;;;;0019;;
19013;192;;1863;;ITALIA REGNO;;;;;;Senza gomma;;1;Effigie Vittorio Emanuele II cent. 40 (n. 20), gomma manipolata. Catal. € 8.000,00 per esempl. linguellati, € 1.100,00 per esempl. senza gomma. Foto.;;1;0;0;0;0;0;;;;;;;;€ 275,00;;;;;;0;;;;;0020;;
19014;193;;1863;;ITALIA REGNO;;;;;;Nuovo con linguella;;1;Effigie cent. 60 (N. 21), non dentellato, soprast. "saggio". Catal. € 160,00.;;1;0;0;0;0;0;;;;;;;;€ 50,00;;;;;;0;;;;;0021;;
19015;194;;1863;;ITALIA REGNO;;;;;;Nuovo con linguella;;1;Effigie L. 2 (N. 22) soprast. "saggio". Ottima qualità, firmato A. Diena.;;1;0;0;0;0;0;;;;;;;;€ 50,00;;;;;;0;;;;;0022;;
19016;196;;1865;;ITALIA REGNO;;;;;;Nuovo con linguella;;1;Ferro di cavallo terzo tipo con forte spostamento della soprastampa (N. 25 d). Ottima qualità, linguella molto leggera. Certific. A. Diena della quartina dalla quale proviene. Catal. € 1.400,00+. Foto.;;1;0;0;0;0;0;;;;;;;;€ 470,00;;;;;;0;;;;;0025d;;
19017;195;;1865;;ITALIA REGNO;;;;;;Nuovo con linguella;;1;Ferro di cavallo III tipo, prova d'archivio non dentellata e senza soprastampa (N. P 25). Molto raro, firmato Sorani + Raybaudi. Catal. € 1.600,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 550,00;;;;;;0;;;;;0025;;
19018;198;;1867;;ITALIA REGNO;;;;;;nuovo con linguella + frammento;;1;Effigie cent. 20 (N. 26), 2 esempl. soprast. "saggio": uno nuovo sciolto, l'altro applicato su frammento della circolare.;;1;0;0;0;0;0;;;;;;;;€ 75,00;;;;;;0;;;;;0026;;
19019;197;;1867;;ITALIA REGNO;;;;;;Nuovo con linguella;;1;Effigie, saggio da cent. 15 di tipo analogo al cent. 20 (N. 26), in colore verde giallo, fondo rigato, molto ben conservato. Allegato e non conteggiato altro esemplare in colore azzurro di qualità modesta.;;1;0;0;0;0;0;;;;;;;;€ 35,00;;;;;;0;;;;;0026;;
19020;199;;1878;;ITALIA REGNO;;;;;;Nuovo con linguella;;1;Soprast. cent. 2 su 0,20 (N. 31), linguella leggera, leggera screpolatura di gomma. Catal. € 2.200,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 350,00;;;;;;0;;;;;0031;;
19021;200;;1878;;ITALIA REGNO;;;;;;Nuovo con linguella;;1;Soprast. cent. 2 su L. 10 (N. 36) con soprast. fortemente spostata verso il basso e verso sinistra. Linguella leggerissima. Certific. Raybaudi. Foto.;;1;0;0;0;0;0;;;;;;;;€ 380,00;;;;;;0;;;;;0036;;
19022;201;;1879;;ITALIA REGNO;;;;;;Usato;;1;Umberto, la prima serie (N. 37/ 43). Annulli da verificare per cent. 30 e per L. 2. Catal. € 3.750,00 per annulli dell'epoca.;;1;0;0;0;0;0;;;;;;;;€ 185,00;;;;;;0;;;;;0037;;
19023;202;;1879;;ITALIA REGNO;;;;;;Nuovo con linguella;;1;Umberto cent. 20 (N. 39), linguella leggerissima. Catal. € 560,00.;;1;0;0;0;0;0;;;;;;;;€ 150,00;;;;;;0;;;;;0039;;
19024;203;;1879;;ITALIA REGNO;;;;;;Nuovo senza linguella;;1;Umberto cent. 30 (N. 41), firmato G. Colla. Catal. € 525,00.;;1;0;0;0;0;0;;;;;;;;€ 160,00;;;;;;0;;;;;0041;;
19025;204;;1879;;ITALIA REGNO;;;;;;Usato;;1;Umberto cent. 30 (N. 41), annullo da verificare, ottima centratura. Catal. € 320,00 per l'esemplare linguellato; € 3.250,00 per l'esemplare con annulli originali.;;1;0;0;0;0;0;;;;;;;;€ 90,00;;;;;;0;;;;;0041;;
19026;64;33;1852;;ANTICHI STATI;;Parma;;;;Usato;;1;Stemma cent. 5 (N. 1), ottima conservazione. Catal. € 250,00.;;1;0;0;0;0;0;;;;;;;;€ 80,00;;;;;;0;;;;;0001;;
19027;75;33;1857/59;;ANTICHI STATI;;Parma;;;;Usato;;1;Stemma cent. 25 (N. 10), ottima conservazione. Catal. € 350,00.;;1;0;0;0;0;0;;;;;;;;€ 115,00;;;;;;0;;;;;0010;;
19028;137;33;1851/52;;ANTICHI STATI;;Toscana;;;;Usato;;1;Leone 1 cr. (N. 4), ben marginato. Firmato Biondi, catal. € 200,00.;;1;0;0;0;0;0;;;;;;;;€ 70,00;;;;;;0;;;;;0004;;
19029;126;33;1859;;ANTICHI STATI;;Sicilia;;;;Usato;;1;Effigie gr. 1 (N. 5), ottima conservazione. Catal. € 350,00.;;1;0;0;0;0;0;;;;;;;;€ 115,00;;;;;;0;;;;;0005;;
19030;127;33;1859;;ANTICHI STATI;;Sicilia;;;;Usato;;1;Effigie gr. 1 verde oliva (N. 5), ottima conservazione. Catal. € 350,00.;;1;0;0;0;0;0;;;;;;;;€ 115,00;;;;;;0;;;;;0005;;
19031;131;33;1859;;ANTICHI STATI;;Sicilia;;;;Usato;;1;Effigie gr. 5 (N. 9), ottima conservazione. Firmato Chiavarello, catal. € 850,00.;;1;0;0;0;0;0;;;;;;;;€ 280,00;;;;;;0;;;;;0009;;
19032;120;33;1853;;ANTICHI STATI;;Sardegna;;;;Usato;;1;Effigie in rilievo cent. 20 (N. 5), margine inferiore destro a filo. Catal. € 300,00.;;1;0;0;0;0;0;;;;;;;;€ 80,00;;;;;;0;;;;;0005;;
19033;121;33;1853;;ANTICHI STATI;;Sardegna;;;;Usato;;1;Effigie in rilievo cent. 20 (N. 5), margini buoni. Catal. € 300,00.;;1;0;0;0;0;0;;;;;;;;€ 100,00;;;;;;0;;;;;0005;;
19034;82;33;1852;;ANTICHI STATI;;Pontificio;;;;Usato;;1;Stemma 3 b (N. 4), 8 filetti. Ottima conservazione. Catal. € 1.200,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 400,00;;;;;;0;;;;;0004;;
19035;23;33;1858/59;;ANTICHI STATI;;Lombardo Veneto;;Segnatasse per giornali;;Nuovo con linguella;;1;Segnatasse per giornali - 1 kr nero (N. 2), molto fresco e ben marginato. Raro, firmato Waller e certific. Avi (Svizzera). Catal. € 12.000,00. Foto.;;1;0;0;0;0;0;;;;;;;;€ 3650,00;;;;;;0;;;;;0002;;
19087;243;;1910;;ITALIA REGNO;;;;;;Usato;;1;Garibaldi compl. 4 val. (N. 87/ 90), con annulli dell'epoca. Catal. € 525,00.;;1;0;0;0;0;0;;;;;;;;€ 180,00;;;;;;0;;;;198,00;0087;;
19088;244;;1911;;ITALIA REGNO;;;;;;Usato;;1;Cinquantenario Unità d'Italia (N. 92/ 95), annulli dell'epoca. Catal. € 225,00.;;1;0;0;0;0;0;;;;;;;;€ 70,00;;;;;;0;;;;;0092;;
